"","content","meta"
"text.ABBEY.E_2011_MAR.GEOL",geomorphology submerged reefs shelf edge great barrier reef influence oscillating pleistocene sea levels submerged reefs geomorphology sea level change terraces continental shelf submerged reefs continental margins surrounding oceanic islands important archives past climates eustatic sea level oscillations oceanographic processes australias north eastern submerged shelf edge reefs previously explored studies limited either low resolution single beam profiles limited spatial extent aim study improve understanding origin development submerged shelf edge reefs terraces related features great barrier reef gbr influence pleistocene sea level oscillations distribution geomorphology investigated first large scale km d bathymetry acoustic backscatter dataset four widely spaced sites located across ca km along shelf edge ribbon reefs noggin pass viper reef hydrographers passage provide comprehensive description systematic classification shelf edge features constrain spatial distribution geomorphologic variability using wide range quantitative morphometrics fifteen features defined four focus study including terraces pinnacles ridges channels using modern reefs within gbr comparison interpret fringing reefs patch barrier reefs tidal channels respectively influence gross shelf geomorphology oceanographic factors driving observed variability within sites discussed conjunction mid late pleistocene sea level oscillations observed two distinct types reef growth characterised degree development interpret analogous juvenile mature modern reefs gbr juvenile reefs common occur within site depths less m greater m defined discontinuous peaked barrier reefs peaked patch reefs fringing reefs mature reefs less common develop exclusively depth range ca m reefs defined flat topped continuous barrier double barrier reefs comparison published mid late pleistocene sea level oscillations note depth range mature reefs consistent depth repeated low amplitude m eustatic sea level oscillations independent relative time spent sea level conclude repeated low amplitude sea level rises provide much needed accommodation space vertical accretion provided stillstands without inducing reef drowning can caused high amplitude sea level rise low amplitude sea level falls also less detrimental high amplitude falls terms habitat compression together effects enhanced reef accretion limited habitat compression depths m lead concentrated net gain vertical relief observed elsewhere shelf edge,list(author = character(0), datetimestamp = list(sec = 17.789519071579, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABBEY E_2011_MAR GEOL", language = "en", origin = character(0))
"text.ABBEY.E_2013_PALEOGEOGR.PALEOCLIMATOL.PALEOECOL",deglacial mesophotic reef demise great barrier reef mesophotic reef submerged reef coralgal assemblages radiocarbon dating submerged reefs important recorders palaeo environments sea level change provide substrate modem mesophotic deep water light dependent coral communities mesophotic reefs rarely ever described fossil record nothing known long term record great barrier reef gbr sedimentological palaeo ecological analyses coupled c ams u th radiometric dates dredged coral algae btyozoan specimens recovered depths m reveal two distinct generations fossil mesophotic coral community development submerged shelf edge reefs gbr occurred ka ka present identified eleven sedimentary fades representing autochthonous situ allochthonous detrital genesis palaeo environmental settings interpreted based sedimentological characteristics biological assemblages distribution similar modern biota within dredges facies shelf edge represent deep sedimentary environments primarily forereef slope open platform settings palaeo water depths m two coral algal assemblages one non coral encruster assemblage identified massive tabular corals including porites montipora faviids associated lithophylloids minor mastophoroids platy encrusting corals including porites montipora pachyseris associated melobesioids sporolithon melobesiods sporolithon acervulinids foraminifera bryozoans based modem occurrence gbr coral sea modem specimens collected dredges interpreted representing palaeo water depths m m m respectively first mesophotic generation developed modern depths m ka exhibit deepening succession m palaeo water depth time second generation developed depths m shelf edge ka present exhibit stable environmental conditions time apparent hiatus interrupted mesophotic coral communities coincided timing modem reef initiation gbr well wide spread flux siliciclastic sediments shelf basin first time observed response mesophotic reef communities millennial scale environmental perturbations within context global sea level rise environmental changes,list(author = character(0), datetimestamp = list(sec = 17.7895629405975, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABBEY E_2013_PALEOGEOGR PALEOCLIMATOL PALEOECOL", language = "en", origin = character(0))
"text.ABDUL.WAHAB.MA_2018_CORAL.REEFS",biodiversity spatial patterns benthic habitat associated demersal fish communities two tropical submerged reef ecosystems australian north west marine region indian ocean multibeam towed video survey stereo baited remote underwater video station mesophotic coral ecosystems submerged reef ecosystems can diverse may serve important refugia shallow water conspecifics study quantified benthic fish communities two proximate predominantly mesophotic coral ecosystems mces glomar shoal rankin bank geographically isolated similar features region glomar shoal identified key ecological feature kef north west marine region australia multibeam surveys performed characterise seafloor derive secondary environmental variables used explain patterns benthic fish communities towed video surveys quantified benthic cover stereo baited remote underwater stations used survey fish abundance diversity surveys completed depths similar m two mces exhibited distinct communities rankin bank consistently higher cover x benthic taxa across depths fish communities twice abundant x diverse glomar shoal location mces depth rugosity influential structuring benthic communities phototrophic taxa specifically macroalgae hard corals x higher cover rankin bank glomar shoal dominant m compared m glomar shoal presumably due greater light penetration lower turbidity lower sand cover greater depths coral cover rankin bank comparable reported shallow reefs cover sand hard corals sponges influenced fish communities higher abundance diversity fish associated shallow hard coral habitats study demonstrated two mces unique within local context coupled geographical isolation biodiversity presents compelling support additional recognition rankin bank kef,list(author = character(0), datetimestamp = list(sec = 17.7895829677582, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABDUL WAHAB MA_2018_CORAL REEFS", language = "en", origin = character(0))
"text.ABDUL.WAHAB.MA_2019_MAR.BIODIVERS", diversity distribution mesophotic benthic invertebrates ningaloo reef western australia biogeography sanctuary zones arthropoda echinodermata mollusca porifera effective management marine species relies comprehensive understanding environment can influence biodiversity distributions study quantified biodiversity invertebrates across phyla arthropoda echinodermata mollusca porifera sampling stations along coast ningaloo marine park nmp across depths ranging m providing broad assessment biodiversity marine invertebrates mesophotic habitats nmp benthic sleds used sample biodiversity specimens identified highest taxonomic resolution single beam multibeam surveys seabed performed derive spatial bathymetric variables used assess relevance distributions benthic diversity total taxa identified across four phyla rare sampled single station latitude depth significant structuring invertebrate diversity mesophotic point cloates notably identified significant geographical feature partitioning diversity north south nmp depth influential structuring diversity northern section nmp due narrower ningaloo shelf southern localities including turtles red bluff identified biodiversity hotspots benthic invertebrates importantly comparisons diversity within take general use zones along nmp indicate sanctuary zones represent diversity contained marine park thus highlighting importance protection conservation invertebrate diversity region,list(author = character(0), datetimestamp = list(sec = 17.7896010875702, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABDUL WAHAB MA_2019_MAR BIODIVERS", language = "en", origin = character(0))
"text.ABESAMIS.RA_2018_CORAL.REEFS",benthic habitat fish assemblage structure shallow mesophotic depths storm impacted marine protected area depth refuge marine reserves typhoons video survey baseline ecological studies mesophotic coral ecosystems lacking equatorial indo west pacific region coral reefs highly threatened anthropogenic climate induced disturbances used baited remote underwater video describe benthic habitat fish assemblage structure m depth apo island well managed marine protected area philippines conducted surveys yr two storms caused severe damage shallow coral communities within take marine reserve ntmr apo island led declines fish populations built three decades found hard coral cover restricted m deep storm impacted ntmr nearby fished area impacted storms benthic cover mesophotic depths m dominated sandrubble rock dead coral low cover soft corals sponges macroalgae storm damage appeared reached deepest limit fringing reef m reduced variability benthic structure within ntmr species richness andor abundance trophic groups fish declined increasing depth regardless storm damage differences taxonomic trophic structure degree targeting fisheries shallow mesophotic fish assemblages threatened shark species fish species previously unreported philippines recorded mesophotic depths findings provide first glimpse benthic fish assemblage structure philippine coral reef ecosystems across wide depth gradient work also underscores combination limited coral reef development mesophotic depths close shallow reefs severe habitat loss caused storms result minimal depth refuge reef fish populations,list(author = character(0), datetimestamp = list(sec = 17.7896180152893, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABESAMIS RA_2018_CORAL REEFS", language = "en", origin = character(0))
"text.ABESAMIS.RA_2020_MAR.BIOL",shore fish assemblage structure central philippines shallow coral reefs mesophotic zone na connectivity shallow coral reefs adjacent deeper habitats may crucial reef ecosystem stability however deeper habitats mesophotic coral ecosystems mces remain understudied investigated depth structuring shore fish assemblages central philippines across shallow m mesophotic upper m lower m depth zones baited video surveys two coastal sites similar km apart showed strong declines depth fish species richness abundance including fishery target species corallivores herbivoresdetritivores omnivores planktivores showed strongest declines invertivores generalist carnivores dominated abundance mesophotic depths data coastal sites analysed published data offshore island apo island km away provide broader insights spatial variability shore fish depth structuring percentages species overlapped shallow mesophotic depths much lower coastal sites island suggesting higher potential vertical connectivity latter mean assemblage similarities bray curtis shallow mesophotic depth zones found low sites decreased depth fish assemblages gradually differed across depth zones coastal sites mesophotic assemblages island similar shallow coastal assemblages strong correlations fish assemblages benthic habitat detected suggesting higher cover rocky substratum mesophotic depths facilitates vertical connectivity island findings highlight benthic habitat driver spatial variation depth structuring vertical connectivity shore fish assemblages,list(author = character(0), datetimestamp = list(sec = 17.7896349430084, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABESAMIS RA_2020_MAR BIOL", language = "en", origin = character(0))
"text.ABRAHAM.AC_2022_MAR.ECOL..PROG.SER",variability antimicrobial chemical defenses caribbean sponge agelas tubulata implications disease resistance resilience agelas tubulata antibacterial chemical defense biogeographic variability bromopyrrole alkaloids caribbean mesophotic coral ecosystem sponge sponges genus agelas produce diversity bromopyrrole alkaloid secondary metabolites known inhibit predators pathogens selective pressures sponges produce chemical defenses vary time space often resulting differences production secondary metabolites characterize intraspecific variation compounds generated metabolomic profiles caribbean sponge tubulata across spatial gradients including multiple sites belize grand cayman depths ranging m grand cayman samples also analyzed reciprocal transplant experiment across shallow m mesophotic m reefs found quantitative qualitative differences metabolite profiles across sites depths metabolites contributing variation addition transplanting sponges across depths resulted significant changes concentrations metabolite sceptrin sponge extracts exhibited antibacterial activity panel marine human pathogens multiple regression analyses showed different metabolites associated antibacterial activity different pathogens strongest compound specific relationship negative effect oroidin growth serratia marcescens purified oroidin found inhibit s marcescens growth dose dependent manner overall tubulata exhibits intraspecific variability production antibacterial secondary metabolites across sites depths signals selective responses environment given current increase sponge densities incidence disease coral reefs data implications disease resistance resilience sponges anthropocene,list(author = character(0), datetimestamp = list(sec = 17.7896521091461, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ABRAHAM AC_2022_MAR ECOL -PROG SER", language = "en", origin = character(0))
"text.ACCORDI.G_2000_GEOL.ROM",middle cenomanian rhotomagense zone costatus subzone ammonite assemblage carbonate shelf edge sequence rocca di cave prenestini mts central apennines italy ammonites carbonate platform cenomanian central apennines italy middle cenomanian ammonite assemblage turrilites costatus lamarck sciponoceras roto cieslinsky desmoceras latidorsatum michelin described first time prenestini mts along western margin latium abruzzi carbonate platform specimens exceptionally associated shallow water benthic organisms rudists bivalves gastropods rare brachiopods corals benthic foraminifers assemblage found sequence skeletal grainstone rudstone typical shelf edge slope environment similar already described previous works area new finding gives evidence cenomanian transgression characterised latium carbonate platform testifies vicinity interaction open sea event similar close age recently studied matese carbonate platform,list(author = character(0), datetimestamp = list(sec = 17.7896699905396, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ACCORDI G_2000_GEOL ROM", language = "en", origin = character(0))
"text.ADAMS.LA_2020_DIVERSITY",rhodolith bed discovered south african coast non geniculate coralline algae rov temperate mesophotic ecosystem rhodolith beds previously recorded south africa multidisciplinary research effort used remote sampling tools survey historically unexplored continental shelf eastern cape coast south africa rhodolith bed bearing living dead non geniculate coralline red algae discovered m depth range kei river mouth newly proclaimed amathole offshore marine protected area rhodolith forming coralline algal specimens identified belonging least three genera based morphology anatomy namely lithophyllum lithothamnion non descript genus rhodolith mean mass diameter g g mm mm n respectively remotely operated vehicle rov imagery revealed suite epibenthic red macroalgae associated rhodolith bed taxonomy vertical structure distribution rhodoliths south africa require investigation,list(author = character(0), datetimestamp = list(sec = 17.7896859645844, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ADAMS LA_2020_DIVERSITY", language = "en", origin = character(0))
"text.ADAMS.LA_2023_ESTUAR.COAST.SHELF.SCI",patterns potential drivers mesophotic communities warm temperate amathole shelf south africa remotely operated vehicle marine animal forests rhodoliths epifauna temperate mesophotic ecosystems ecosystem classification marine spatial planning temperate mesophotic ecosystems generally poorly understood south africa studies analysed imagery benthic assemblages depth range study used remotely operated vehicle rov survey describe benthic communities kei river amathole region south africas indian ocean catami classification scheme used annotate images sites m depth range multivariate analyses cluster mds produced eight benthic communities nine corresponding environmental variables investigated potential drivers observed patterns epifauna linktree analysis identified depth substratum best distinguishing environmental variables generated three groups represent rhodolith beds macroalgal reefs animal forests major depth break evident m separated rhodolith beds macroalgal reefs upper mesophotic animal forests lower mesophotic zones information study important marine spatial planning management contributed directly delineation zonation amathole offshore marine protected area,list(author = character(0), datetimestamp = list(sec = 17.7897028923035, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ADAMS LA_2023_ESTUAR COAST SHELF SCI", language = "en", origin = character(0))
